id,team_id,treatment,region,organization,job_family,performance_rating,gender,age,tenure_months,num_direct_reports,tot_span_of_control,baseline_manager_efficacy,baseline_workload,baseline_stay_intention,propensity_score,exit_date,manager_efficacy_index,workload_index_mgr,stay_intention_index_mgr
48,1029,0,Middle East & Africa,Finance,Supply Chain,Far Exceeds,Male,42,13,6,11,3.32,4.27,2.11,0.1022,2026-07-03,4.2,3.4,2.2
49,164,0,Europe,R&D,Marketing,Far Exceeds,Female,34,12,6,22,2.28,3.91,4.58,0.2644,,2.1,4.2,4.9
50,32,0,Latin America,R&D,Finance & Accounting,Meets,Female,36,16,9,16,2.9,2.32,1.43,0.0977,,2.6,2.9,1.0
51,464,0,Latin America,Manufacturing,Clinical Operations,Meets,Female,34,22,8,12,2.95,1.0,3.31,0.0348,,2.6,2.7,2.6
52,929,0,Latin America,Finance,Marketing,Meets,Female,28,28,12,18,2.88,2.29,1.29,0.0331,2026-03-19,,,
53,756,0,Latin America,HR,Human Resources,Meets,Female,40,14,7,28,2.69,3.43,3.3,0.0383,,3.2,3.4,2.2
54,461,0,Middle East & Africa,Manufacturing,Supply Chain,Meets,Male,39,7,12,34,1.92,3.08,1.89,0.0348,,1.4,2.5,3.1
55,562,0,Asia Pacific,Digital,Medical Affairs,Meets,Male,34,19,5,12,3.71,3.04,3.18,0.0853,,2.7,3.9,2.8
56,331,0,North America,Commercial,Quality Assurance,Meets,Female,43,8,6,21,3.45,2.64,1.77,0.0422,2026-07-15,3.4,2.7,1.0
57,204,0,Latin America,Commercial,Quality Assurance,Meets,Non-Binary/Other,36,3,11,16,2.29,1.88,2.04,0.0422,2026-02-27,,,
58,17,0,Europe,R&D,Supply Chain,Exceeds,Female,45,9,12,14,3.6,4.56,2.55,0.1648,,3.0,3.1,2.9
59,828,0,Latin America,HR,Human Resources,Exceeds,Female,37,8,10,13,3.04,3.58,1.95,0.0677,2026-06-22,,,
60,897,0,Europe,Finance,Communications,Meets,Male,30,14,10,31,2.52,3.49,1.61,0.0331,2026-03-28,,,
61,915,0,Europe,Finance,Regulatory Affairs,Meets,Male,47,31,8,12,3.79,1.55,2.2,0.0331,,4.3,3.3,2.6
62,78,1,Latin America,R&D,Marketing,Meets,Female,40,23,10,19,3.29,2.82,2.9,0.0977,,4.1,3.1,3.0
63,631,0,Middle East & Africa,Digital,Marketing,Below,Female,32,26,11,12,4.44,3.54,1.0,0.0,2026-07-03,4.6,1.8,2.4
64,366,0,Europe,Manufacturing,IT & Digital,Far Below,Female,36,5,9,20,2.67,4.86,2.89,0.0,2026-10-25,2.8,3.6,4.3
65,415,0,Europe,Manufacturing,Communications,Exceeds,Female,33,30,6,20,3.66,4.04,1.0,0.0616,,3.4,3.4,1.0
66,723,0,Latin America,HR,IT & Digital,Below,Male,44,13,5,21,4.6,2.68,3.02,0.0,,4.1,1.6,1.3
67,148,0,Europe,R&D,Supply Chain,Exceeds,Male,26,16,9,11,3.38,3.66,4.91,0.1648,,3.0,2.3,4.0
68,63,0,Europe,R&D,Marketing,Exceeds,Female,40,6,6,20,2.39,3.35,2.5,0.1648,,3.2,3.6,2.2
69,683,0,Latin America,Digital,Regulatory Affairs,Meets,Male,28,22,11,15,2.85,3.76,2.89,0.0853,,3.2,4.2,5.0
70,495,1,Latin America,Manufacturing,Quality Assurance,Exceeds,Female,27,10,9,10,4.47,2.7,1.55,0.0616,,4.9,3.7,1.0
71,9,0,North America,R&D,Communications,Meets,Female,40,7,5,8,4.43,3.15,2.47,0.0977,,4.0,4.3,2.1
72,891,0,Middle East & Africa,Finance,Medical Affairs,Exceeds,Female,31,8,8,13,2.86,2.2,1.06,0.0588,2026-02-16,,,
73,794,0,Middle East & Africa,HR,Pharmacovigilance,Exceeds,Non-Binary/Other,42,8,7,20,2.64,2.7,3.81,0.0677,,1.9,2.5,2.9
74,431,0,Europe,Manufacturing,Quality Assurance,Below,Male,44,15,7,42,3.95,4.15,1.47,0.0,,2.9,3.1,2.1
75,655,0,Middle East & Africa,Digital,Legal & Compliance,Meets,Female,35,5,10,13,2.57,3.21,2.52,0.0853,,2.2,3.6,2.4
76,808,0,Europe,HR,Data Science,Meets,Male,41,6,12,23,3.35,1.66,4.41,0.0383,2026-02-06,,,
77,334,0,North America,Commercial,Data Science,Far Below,Male,47,9,8,22,1.04,2.56,2.51,0.0,,1.0,3.0,3.3
78,904,0,Latin America,Finance,Quality Assurance,Far Exceeds,Female,32,4,8,16,4.6,3.62,2.55,0.1022,2026-03-15,,,
79,684,0,Latin America,Digital,Regulatory Affairs,Meets,Male,43,19,10,28,3.48,1.34,3.01,0.0853,,2.5,1.1,1.9
80,865,0,Latin America,HR,Pharmacovigilance,Meets,Female,33,17,7,10,2.92,3.71,4.14,0.0383,2026-01-30,,,
81,132,0,Middle East & Africa,R&D,Medical Affairs,Below,Female,38,8,10,35,3.61,4.01,2.36,0.0,,3.1,5.0,2.6
82,199,0,North America,Commercial,Communications,Meets,Male,34,11,10,17,3.85,3.3,4.33,0.0422,2026-10-15,3.9,3.1,3.4
83,666,0,Middle East & Africa,Digital,Marketing,Exceeds,Male,34,16,7,8,1.81,2.42,3.09,0.1452,,2.6,2.8,1.9
84,44,0,Middle East & Africa,R&D,Data Science,Meets,Male,36,8,12,14,2.59,1.45,3.4,0.0977,,3.2,1.2,2.1
85,926,0,North America,Finance,Data Science,Meets,Female,34,12,5,19,2.97,2.0,3.55,0.0331,,3.8,1.1,3.1
86,281,0,North America,Commercial,Data Science,Meets,Female,37,13,10,25,2.13,4.5,2.91,0.0422,,1.9,3.3,1.8
87,518,0,North America,Manufacturing,Human Resources,Meets,Female,45,22,11,16,2.92,2.86,2.43,0.0348,,3.8,3.5,2.6
88,32,0,North America,R&D,Finance & Accounting,Meets,Male,30,19,5,14,2.93,4.18,2.5,0.0977,2026-02-09,,,
89,802,0,Latin America,HR,Market Access,Below,Male,41,14,5,7,2.62,2.69,1.91,0.0,,3.8,1.9,2.1
90,545,0,Asia Pacific,Digital,IT & Digital,Far Below,Male,32,12,6,20,2.81,2.33,1.71,0.0,2026-01-03,,,
91,187,0,Asia Pacific,Commercial,Legal & Compliance,Below,Female,32,5,6,43,3.05,2.96,2.27,0.0,2026-05-04,,,
92,54,0,North America,R&D,Legal & Compliance,Exceeds,Male,27,22,10,26,1.83,4.19,2.38,0.1648,,3.7,2.7,1.6
93,435,0,Asia Pacific,Manufacturing,Legal & Compliance,Far Exceeds,Male,44,14,10,13,3.96,3.55,2.1,0.1069,2026-11-04,3.0,4.8,1.1
94,566,0,Asia Pacific,Digital,IT & Digital,Below,Male,37,30,10,13,3.66,1.99,1.68,0.0,2026-06-11,,,
95,539,0,North America,Digital,Regulatory Affairs,Meets,Female,33,17,10,19,2.93,2.33,3.34,0.0853,,3.5,3.0,1.9
96,25,0,Asia Pacific,R&D,Quality Assurance,Below,Female,39,13,7,12,3.3,1.69,4.4,0.0,,3.3,3.5,4.6
97,511,1,Middle East & Africa,Manufacturing,Pharmacovigilance,Exceeds,Female,36,10,10,16,3.25,4.24,4.69,0.0616,2026-09-11,5.0,4.9,3.3
98,893,0,Europe,Finance,Communications,Meets,Female,45,5,11,16,4.89,3.18,3.36,0.0331,,4.8,2.2,2.0
99,935,0,Europe,Finance,Quality Assurance,Meets,Female,32,14,11,20,2.69,3.27,1.14,0.0331,,4.0,1.2,2.4
100,342,0,North America,Commercial,Communications,Meets,Male,37,6,12,15,3.54,3.41,4.53,0.0422,,3.5,2.5,3.0
101,95,0,Latin America,R&D,Market Access,Meets,Male,43,34,5,6,1.23,2.97,3.3,0.0977,,1.0,2.2,3.9
102,293,0,North America,Commercial,Data Science,Meets,Female,32,7,8,37,3.54,2.33,3.65,0.0422,,2.4,1.2,3.1
103,1001,0,Latin America,Finance,Supply Chain,Below,Male,35,9,8,18,2.91,1.12,4.07,0.0,2026-01-30,,,
104,697,0,Europe,Digital,Human Resources,Far Below,Male,30,12,5,6,3.56,3.17,4.22,0.0,,3.0,3.6,3.6
105,314,0,North America,Commercial,Market Access,Meets,Male,33,11,11,16,3.45,5.0,2.8,0.0422,,3.1,2.2,4.3
106,411,1,Middle East & Africa,Manufacturing,Regulatory Affairs,Exceeds,Male,29,7,6,11,3.27,2.09,1.83,0.0616,,3.7,1.8,3.7
107,712,0,Asia Pacific,HR,Medical Affairs,Meets,Male,32,11,6,26,3.43,1.28,3.97,0.0383,,3.3,2.1,1.5
108,991,0,Latin America,Finance,IT & Digital,Below,Female,30,27,12,14,3.97,2.71,1.0,0.0,,3.5,3.8,2.1
109,1003,0,Asia Pacific,Finance,Finance & Accounting,Exceeds,Male,34,14,9,17,3.1,3.35,1.77,0.0588,,2.2,3.1,2.6
110,499,0,Asia Pacific,Manufacturing,Legal & Compliance,Below,Male,44,12,7,29,3.01,2.04,4.53,0.0,,3.2,5.0,5.0
111,293,0,North America,Commercial,Finance & Accounting,Below,Male,40,3,9,13,4.14,2.42,2.03,0.0,2026-02-16,,,
112,38,0,Asia Pacific,R&D,Marketing,Exceeds,Female,46,13,5,35,3.42,1.82,4.37,0.1648,,3.6,3.5,4.0
113,597,0,Middle East & Africa,Digital,Human Resources,Meets,Female,36,27,7,12,2.66,3.04,1.97,0.0853,,2.4,3.1,2.5
114,716,0,Asia Pacific,HR,Sales,Meets,Male,33,5,12,16,3.67,3.34,1.41,0.0383,,4.3,4.7,3.2
115,47,0,North America,R&D,Finance & Accounting,Meets,Female,37,10,8,15,3.09,2.66,2.95,0.0977,,2.8,2.7,3.2
116,48,0,Middle East & Africa,R&D,Pharmacovigilance,Meets,Male,34,10,5,12,2.14,2.13,3.53,0.0977,,4.0,2.8,3.9
117,381,0,Europe,Manufacturing,Market Access,Far Below,Female,40,25,6,10,3.68,3.56,2.24,0.0,2026-05-11,,,
118,358,0,Asia Pacific,Commercial,Medical Affairs,Meets,Female,29,7,12,18,2.96,3.7,3.09,0.0422,,3.4,2.8,2.2
119,955,0,North America,Finance,Sales,Meets,Female,38,7,9,12,1.72,2.81,3.04,0.0331,,2.0,4.8,4.8
120,956,0,Europe,Finance,Medical Affairs,Far Exceeds,Female,47,5,6,24,2.19,3.34,3.01,0.1022,,2.3,3.9,2.9
121,502,0,Europe,Manufacturing,Legal & Compliance,Far Exceeds,Male,32,12,6,24,3.83,3.82,5.0,0.1069,,3.9,3.9,3.3
122,343,0,Latin America,Commercial,Finance & Accounting,Meets,Female,35,25,11,17,3.5,2.2,2.08,0.0422,2026-02-24,,,
123,448,0,Middle East & Africa,Manufacturing,Legal & Compliance,Meets,Male,28,10,9,12,3.15,1.64,3.1,0.0348,2026-11-26,3.2,1.7,2.6
124,1045,0,Asia Pacific,Finance,Quality Assurance,Below,Non-Binary/Other,45,8,6,25,3.68,3.73,2.09,0.0,,3.5,3.9,4.2
125,168,0,North America,R&D,Finance & Accounting,Below,Male,37,28,10,23,3.8,4.86,1.6,0.0,2026-01-11,,,
126,624,0,Latin America,Digital,Quality Assurance,Meets,Male,35,9,7,30,3.96,1.1,2.59,0.0853,,4.3,1.0,2.1
127,288,0,Middle East & Africa,Commercial,Communications,Meets,Male,38,13,7,17,3.95,4.51,1.06,0.0422,,3.9,2.8,2.2
128,850,0,Latin America,HR,Data Science,Meets,Male,38,9,7,11,2.79,2.94,3.16,0.0383,,3.1,3.0,2.6
129,752,0,Middle East & Africa,HR,Clinical Operations,Meets,Female,34,19,11,13,1.3,3.92,3.11,0.0383,2026-03-16,,,
130,147,0,Middle East & Africa,R&D,Marketing,Exceeds,Female,30,15,7,16,2.82,1.75,2.17,0.1648,,4.3,1.8,4.1
131,368,0,Asia Pacific,Manufacturing,Regulatory Affairs,Meets,Male,39,7,5,8,5.0,2.48,2.48,0.0348,,2.9,1.7,3.2
132,412,0,Middle East & Africa,Manufacturing,Regulatory Affairs,Meets,Male,38,31,9,20,3.94,3.89,3.96,0.0348,2026-07-02,,,
133,937,0,Latin America,Finance,Data Science,Below,Female,36,18,11,15,2.94,3.9,2.42,0.0,,2.8,4.4,2.5
134,108,0,Middle East & Africa,R&D,Quality Assurance,Meets,Male,36,11,12,41,2.92,2.72,1.68,0.0977,,3.8,1.0,1.0
135,974,0,Asia Pacific,Finance,Data Science,Exceeds,Male,44,23,9,14,4.36,2.91,2.06,0.0588,2026-03-09,,,
136,980,0,Asia Pacific,Finance,Supply Chain,Below,Female,40,13,7,16,2.32,2.56,3.76,0.0,,1.8,2.0,2.2
137,856,0,Latin America,HR,Market Access,Meets,Male,30,8,12,25,3.85,1.74,4.5,0.0383,,4.6,2.7,3.6
138,1023,0,Europe,Finance,Legal & Compliance,Far Exceeds,Male,46,11,6,20,2.08,3.11,2.88,0.1022,,2.8,2.0,1.0
139,1029,0,Europe,Finance,Market Access,Meets,Female,42,9,9,9,4.26,2.87,2.95,0.0331,2026-12-24,5.0,4.6,1.5
140,834,0,Middle East & Africa,HR,Pharmacovigilance,Meets,Male,42,17,8,16,3.24,2.62,2.49,0.0383,,2.7,1.7,2.2
141,423,0,North America,Manufacturing,Finance & Accounting,Below,Male,33,5,12,18,4.12,1.74,2.44,0.0,,4.4,4.4,2.6
142,258,0,Middle East & Africa,Commercial,Quality Assurance,Meets,Female,43,11,8,10,2.92,2.76,1.7,0.0422,,2.4,3.3,1.6
143,541,0,Latin America,Digital,Clinical Operations,Meets,Male,39,4,8,15,4.99,3.19,2.71,0.0853,,4.4,4.2,3.6
144,1017,0,Latin America,Finance,Supply Chain,Below,Male,31,13,10,11,3.52,3.55,2.41,0.0,,2.1,3.0,1.5
145,210,0,Latin America,Commercial,Supply Chain,Meets,Female,40,18,5,34,3.79,3.15,1.2,0.0422,,2.8,3.6,3.2
146,830,0,Latin America,HR,Quality Assurance,Below,Female,44,9,6,9,4.26,1.5,2.96,0.0,,3.1,2.1,3.4
147,340,0,Latin America,Commercial,Market Access,Meets,Female,41,10,5,13,4.78,2.74,1.51,0.0422,,4.1,4.5,2.5
148,643,0,Asia Pacific,Digital,Sales,Far Exceeds,Male,27,15,8,17,3.09,3.9,1.0,0.2363,,3.9,4.3,1.4
149,322,0,Europe,Commercial,Market Access,Meets,Male,40,8,11,20,3.43,2.47,2.56,0.0422,,3.2,3.3,2.7
150,310,0,Latin America,Commercial,Pharmacovigilance,Meets,Female,36,9,9,10,3.62,1.1,2.02,0.0422,,3.9,3.0,1.8
151,346,0,North America,Commercial,Pharmacovigilance,Meets,Male,27,6,11,20,4.35,2.53,2.11,0.0422,,3.0,3.0,4.0
152,268,0,North America,Commercial,Quality Assurance,Below,Male,42,9,8,9,4.06,2.43,3.48,0.0,2026-05-18,,,
153,44,0,North America,R&D,Marketing,Far Exceeds,Female,42,25,5,15,1.77,4.04,1.05,0.2644,,2.9,3.4,1.6
154,887,0,North America,Finance,Marketing,Below,Male,38,23,8,10,2.12,3.64,4.14,0.0,,3.2,3.1,2.4
155,842,0,Asia Pacific,HR,Clinical Operations,Below,Male,32,8,7,24,3.92,4.81,3.13,0.0,,2.9,1.7,3.8
156,688,0,North America,Digital,Finance & Accounting,Meets,Male,46,11,7,12,4.74,3.28,3.79,0.0853,,3.3,2.2,3.5
157,874,0,Latin America,HR,Communications,Meets,Female,41,18,5,26,2.89,5.0,1.68,0.0383,,2.9,3.9,2.2
158,119,0,Middle East & Africa,R&D,Marketing,Meets,Male,42,10,12,28,3.8,4.97,4.76,0.0977,,4.1,4.4,4.0
159,106,0,North America,R&D,Legal & Compliance,Below,Male,44,7,10,30,2.89,3.58,2.26,0.0,,4.7,5.0,1.6
160,136,1,Asia Pacific,R&D,Medical Affairs,Exceeds,Male,45,18,12,24,3.42,3.9,2.4,0.1648,,3.4,4.4,1.9
161,961,0,Asia Pacific,Finance,Medical Affairs,Meets,Female,40,9,8,18,2.65,3.92,2.99,0.0331,,3.5,2.8,2.1
162,66,0,North America,R&D,Legal & Compliance,Below,Female,31,11,7,11,2.84,3.7,2.81,0.0,,2.2,4.3,2.7
163,228,0,Middle East & Africa,Commercial,Regulatory Affairs,Meets,Male,34,10,10,20,3.18,2.16,3.2,0.0422,,2.1,1.9,2.9
164,738,1,North America,HR,Finance & Accounting,Meets,Female,35,6,8,11,3.52,2.83,2.9,0.0383,,5.0,4.0,2.2
165,362,0,Asia Pacific,Manufacturing,Human Resources,Meets,Male,45,9,7,19,4.58,2.79,1.0,0.0348,2026-01-29,,,
166,567,0,Europe,Digital,Legal & Compliance,Meets,Male,39,5,9,25,2.6,4.02,3.47,0.0853,,2.8,3.2,3.6
167,88,0,Latin America,R&D,Medical Affairs,Meets,Female,34,11,10,12,4.55,3.53,3.26,0.0977,2026-04-26,,,
168,727,0,Asia Pacific,HR,Sales,Meets,Female,37,10,9,20,3.9,3.17,1.64,0.0383,2026-03-08,,,
169,68,0,North America,R&D,Finance & Accounting,Below,Male,46,2,5,10,2.75,1.84,1.41,0.0,,3.2,3.4,2.0
170,1042,0,Latin America,Finance,IT & Digital,Far Below,Female,42,5,6,11,2.72,2.51,3.09,0.0,,2.0,1.5,2.2
171,175,1,North America,R&D,Sales,Meets,Male,44,5,7,29,2.27,2.46,3.07,0.0977,2026-10-15,3.3,2.8,4.2
172,164,0,North America,R&D,Sales,Far Below,Non-Binary/Other,31,9,12,19,2.61,4.94,3.82,0.0,,2.9,3.8,3.6
173,45,0,Europe,R&D,Medical Affairs,Meets,Female,37,28,7,15,2.02,2.8,3.85,0.0977,,3.4,1.2,3.8
174,54,0,Latin America,R&D,Clinical Operations,Below,Non-Binary/Other,34,6,5,7,3.3,2.19,4.59,0.0,,4.1,3.1,4.6
175,532,0,Latin America,Digital,Legal & Compliance,Meets,Male,47,13,10,23,2.93,3.15,2.14,0.0853,,4.1,2.2,3.0
176,783,0,Europe,HR,Market Access,Meets,Male,37,21,7,16,2.69,3.27,1.65,0.0383,,3.6,3.8,3.2
177,945,0,Asia Pacific,Finance,Quality Assurance,Below,Female,35,6,9,23,4.33,2.87,1.25,0.0,,3.4,5.0,2.2
178,2,0,North America,R&D,Data Science,Meets,Female,26,1,11,15,3.43,4.4,1.96,0.0977,2026-01-17,,,
179,172,1,Middle East & Africa,R&D,Regulatory Affairs,Meets,Female,46,4,5,13,3.55,4.13,3.69,0.0977,,3.7,3.6,3.5
180,170,0,North America,R&D,Pharmacovigilance,Meets,Male,47,4,6,14,4.17,2.37,1.13,0.0977,2026-06-20,,,
181,100,0,North America,R&D,Supply Chain,Meets,Female,26,24,10,16,2.31,2.26,1.28,0.0977,2026-03-29,,,
182,348,0,Asia Pacific,Commercial,Pharmacovigilance,Below,Female,39,8,5,6,3.14,1.62,1.91,0.0,,3.5,2.2,1.6
183,315,0,North America,Commercial,Finance & Accounting,Meets,Female,44,20,12,20,4.21,5.0,2.91,0.0422,,4.1,4.3,3.3
184,414,0,Europe,Manufacturing,Regulatory Affairs,Meets,Male,41,6,6,18,2.07,2.4,3.43,0.0348,,3.3,3.3,4.6
185,29,0,Europe,R&D,Pharmacovigilance,Meets,Female,35,13,10,12,3.57,3.01,2.66,0.0977,,2.4,2.7,2.3
186,518,0,Latin America,Manufacturing,Market Access,Far Exceeds,Female,32,7,9,22,4.56,2.56,1.89,0.1069,,4.2,4.1,3.9
187,648,0,Middle East & Africa,Digital,Pharmacovigilance,Far Below,Male,45,8,10,23,1.75,1.8,3.55,0.0,,2.8,3.6,2.5
188,456,0,North America,Manufacturing,Human Resources,Meets,Female,43,24,5,8,4.56,4.27,2.3,0.0348,,4.0,3.7,2.5
189,727,1,North America,HR,Pharmacovigilance,Meets,Male,42,12,8,18,3.96,3.46,1.0,0.0383,,3.4,3.2,1.6
190,229,0,Asia Pacific,Commercial,Market Access,Below,Female,45,21,10,32,3.46,2.76,3.44,0.0,,3.8,4.0,3.9
191,283,0,Europe,Commercial,Finance & Accounting,Far Below,Female,51,7,8,31,4.28,1.26,3.41,0.0,,5.0,1.9,1.8
192,116,0,Middle East & Africa,R&D,Market Access,Exceeds,Male,36,15,11,20,3.62,2.88,3.74,0.1648,,3.9,1.7,3.2
193,136,0,Latin America,R&D,Medical Affairs,Meets,Female,36,6,9,21,2.47,3.48,1.76,0.0977,,3.0,2.8,1.5
194,653,0,Europe,Digital,Market Access,Far Exceeds,Female,36,8,7,35,2.94,2.03,3.07,0.2363,,2.2,3.4,2.3
195,1013,0,Latin America,Finance,Data Science,Meets,Female,32,11,10,19,3.23,3.89,3.94,0.0331,,4.8,4.6,3.6
196,641,0,Asia Pacific,Digital,Marketing,Below,Female,45,7,11,28,3.82,4.14,3.96,0.0,2026-01-06,,,
197,878,0,Asia Pacific,HR,Data Science,Meets,Male,46,3,5,23,2.69,3.46,2.18,0.0383,,3.6,3.8,2.7
198,27,0,North America,R&D,Human Resources,Exceeds,Female,44,1,8,21,3.45,2.09,1.52,0.1648,2026-01-30,,,
199,165,1,Middle East & Africa,R&D,Pharmacovigilance,Exceeds,Male,48,11,7,15,3.34,2.4,1.46,0.1648,2026-10-22,4.2,3.4,2.3
200,664,0,Latin America,Digital,Data Science,Meets,Male,39,5,9,21,3.44,3.45,1.0,0.0853,,4.7,3.9,1.0
